GSE75688	B-naive	B-memory	Plasma_cells	CD8	CD4-naive	CD4-memory_resting	CD4-memory_activated	Tfh	Treg	gdT	NK_rest	NK_activated	Monocyte	M0	M1	M2	DC_resting	DC_activated	MC_resting	MC_activated	Eosinophil	Neutrophil
VPS25	4.57194184281309	0.0881385917121856	0.00106105437924533	0	0.250122169666952	0	0	0	0.805195292246504	0	0	0	0	0	0	0.00773411863325445	0	0	0.214648932300366	0	0	0	0
RAMP2	1.03101979485279	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AOC2	0	0	0	0	0	0	0	0	0	0	0.0652113122615321	0	0.0121604517602161	0	0	0	0	0	0	0	0	0	0
G6PC	0.0283651202395311	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NDUFA2	4.12546632001293	0.0230325684479229	0	0.00184309892957625	0	0	0	0	1.20326686787382	0	0.0374473849995991	0	0	0	0	0.002523991229478	0	0	0.587782533399719	0	0	0	0
ANKHD1	3.73338327664429	0.00675308306496638	0.00518797816213343	0	0	0	0	0	0.62844155869923	0	0.116365742184209	0	0	0	0	0.00245122867384911	0.0884286544991156	0	0.0832134926173541	0	0	0	0
DIAPH1	2.39639376156397	0.0179236578291528	0.00613585972747216	0	0.368678388424371	0	0	0.371570073711041	0.740684264772981	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NDFIP1	1.74423925477451	0	0	0	0.0842517722666601	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.122590682935039	0	0
UBE2D2	2.3493623013767	0	0.00929593020642598	0.0324931853709018	0	0	0	0	0	0	0	0	0	0	0	0.00369144233916277	0	0	0	0	0.277193805875003	0	0
TTTY6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TTTY6B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EXOC4	3.75116466623159	0.241268677711121	0.00638388484991893	0	0.482134435341668	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000796511289932188	0	0
ACAP3	0.0196800675145285	0	0.00340653386924143	0	0	0	0	0	0	0	0	0	0.000454734148583217	0	0	0	0	0	0	0	0.0047981606845433	0	0
C1orf159	0.294345164410908	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ANO1	1.52850132203201	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PPFIA1	3.12982691809826	0	0.00547227654756701	0	0	0	0	0	0.294210293375438	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TMEM204	0	0	0	0	0.32228500195584	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KREMEN2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
THOC6	3.11098322920047	0	0.00881064524858372	0.0173771850436819	0	0	0	0	0.210080045701426	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRAF7	1.29940989097246	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BARX1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00123539088786608	0	0	0	0	0	0	0
NINJ1	3.44144678865933	0.284568151259305	0.00569740762750514	0	0.552495269894831	0	0	0	0.331499780302059	0	0	0	0	0	0	0.000390082774092507	0	0	0.414834521090878	0	0	0	0
CA6	0.588762895828043	0	0.00598813267023579	0	0.0262503062291116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NPHP4	0.547951940999347	0	0.0026966407512792	0	0.0754978403347297	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MAP1B	0.267824441301399	0	0.00542299733902159	0.00465260313142398	0.646272801161293	0	0	0	0	0	0	0	0.161072813930166	0	0	0	0	0	0	0	1.24906228955681	0	0
RHOXF2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IL13RA1	1.54724115666863	0	0.0112619508361855	0.00972602898549035	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.777449602773253	0	0
WDR44	1.49499965417659	0	0.0147867415938808	0	0.00156543229798101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CKMT2	0.0332447525883024	0	0.000231118671604747	0	0	0	0	0	0.0127584624678047	0	0	0	0.415282140975953	0	0	0	0	0	0	0	0	0	0
ZCCHC9	2.84794011549259	0.147425935372317	0.00166588672633986	0	0	0	0	0	0.257266354706236	0	0.131519055370579	0	0	0	0	0.00484531902023433	0	0	0.0881675420073554	0	0	0	0
KRT34	0	0	0	0	0	0	0	0	0	0	0.0049517969121153	0	0.000923399413197926	0	0	0	0	0	0	0	0	0	0
KRT33B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TNS4	0.303286729177136	0	0.00339554661606529	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TOP2A	2.38662600419455	0	0	0.0644199289824567	1.25605070768012	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0413000562705246	0	0
STARD3	0.0871956373719306	0	0.00632236226948154	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RARA	0.155070252663525	0	0.00335600098670556	0	0.211650872954418	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PPP1R1B	1.34458886654594	0	0.0255330720585865	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.289426425186131	0	0
KHDRBS3	0.353034843815966	0	0	0.0509712421324708	0	0	0	0	0	0	0	0	0.257604745023458	0	0	0	0	0	0	0	1.42928246037835	0	0
CHD1L	2.82653202979958	0	0	0.0396657144501024	1.01576482215852	0	0	0	0	0	0	0	0.21087324077623	0	0	0	0	0	0	0	0.22156421695684	0	0
PEX11B	2.88760437087178	0	0.00943235158266083	0.0409778416804222	0.668297767294111	0	0	0	0	0	0	0	0.185298661531185	0	0	0	0	0	0	0	1.06736843460778	0	0
FMO5	1.36982488110725	0	0.0180689752535987	0.0170679620253364	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PIAS3	1.46738389434742	0	0.0138913661274016	0	0.484085954917632	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00275754533753	0	0
PRKAB2	0.951570972522451	0	0.00146572879861537	0.0126385284299818	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.884615752958481	0	0
RBM8A	5.16931422185676	0	0.00595634493795624	0.077202383742821	1.62153006556139	0	0	0	0	0	0	0	0.283973144845597	0	0	0	0	0	0	0	0.428342627161678	0	0
CLUHP3	2.13116492623866	0	0	0.0154874918777014	0	0	0	0	0.00976275184448541	0	0.208297632210642	0	0.0671762551409867	0	0	0	0	0	0.129347763328876	0	0.0198636192386209	0	0
FSHB	0	0	0	0	0	0	0	0	0	0	0.0478225068027989	0	0.00891782831628579	0	0	0	0	0	0	0	0	0	0
PDHA1	3.81691058450488	0	0	0.0694928475280939	1.54878971768118	0	0	0	0	0	0	0	0.367167547364082	0	0	0	0	0	0	0	0.434085382733179	0	0
RAI2	0.607741420411891	0	0.00114597300877514	0	0	0	0	0	0	0	0	0	0.0431320018702089	0	0	0	0	0	0	0	0	0	0
MCCC2	2.53365534254725	0.0888987102692019	0.00736320749873248	0	0.135617819603692	0	0	0.445120889247967	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF304	1.85898493548247	0	0.00472835351830211	0.0436896864404944	0.332260056910882	0	0	0	0	0	0	0	0.133671124541667	0	0	0	0	0	0	0	0	0	0
ZSCAN5A	1.41366786724472	0	0.0114370518194255	0.0277928914774309	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF132	0	0	0	0.0257301593027604	0	0	0	0	0	0	0.0806030706228303	0	0.0408548968618504	0	0	0	0	0	0	0	0.405880882893474	0	0
USP29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
VIMP	3.60949212145937	0	0.0167344307700108	0	0	0	0	0	0.773497772582623	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CHSY1	1.98344044484421	0.026799895797355	0.00210978666752921	0	0.133558087168364	0	0	0	0.294997531816295	0	0	0	0	0	0	0.000841242277990245	0	0	0.272199575000287	0	0	0	0
SNRPA1	3.82786433179234	0	0.0109152758669253	0.0372756038353995	0	0	0	0	0.0459523995420136	0	0.0201316084277428	0	0	0	0	0.00148365040642887	0	0	0.653829851685476	0	0.399868740403765	0	0
KRT17P1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LLGL1	0	0	0	0	0	0	0	0	0	0	0.021350293128952	0	0	0	0	0	0	0	0	0	0	0	0
NR0B2	0.300163222098133	0	0	0.0261151866075036	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LIN28A	0.26470110137942	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
THAP1	2.97973682152076	0	0.0142093935065259	0.0274721101902434	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.175234548376777	0	0
RHPN2	2.12131217660409	0	0.0137178148780715	0	0.320731996018475	0	0	0	0	0	0	0	0	0.0198480094830665	0	0	0	0	0	0	0.906872586908208	0	0
C19orf12	1.08638266336651	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C19orf40	0.5627628206716	0	0.0114568973268124	0.0311951432921125	0	0	0	0	0	0	0	0	0.0944472226726891	0	0	0	0	0	0	0	0.829963411828553	0	0
LRRC9	0	0	0	3.11214981831152e-18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACTR10	4.24071009000939	0	0	0	0.232443799676703	0	0	0.141543293592769	0.79792802854694	0	0	0	0	0	0	0.00477526211954974	0	0	0.601274911628545	0	0.0170089893620337	0	0
ABHD12B	0.325765927083433	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCH1	1.20398130851815	0.298998995377134	0.00651567292500954	0.00243367968758828	0.22821460345704	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LGALS3	4.33402526200748	0	0.00552689649332041	0	0.468700961075176	0	0	0	0.339883920469676	0	0	0	0	0	0	0.0044918580700133	0	0	0.394780424526507	0	0	0	0
UBE2L2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PODNL1	0	0	0	0	0	0	0	0	0	0	0.153178152380448	0	0	0	0	0	0	0	0	0	0.043276733088561	0	0
DNAJB1	3.09751229258441	0	0.0389856960361045	0	0.123911045817581	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZSWIM4	0	0	0	0	0.220842319440591	0	0	0	0	0	0	0	0	0	0	0.000176684918768162	0	0	0	0	0	0	0
FBXW9	1.88610379192514	0	0.00396858419753662	0.00977190589827809	0	0	0	0	0	0	0	0	0.0859929751867377	0	0	0	0	0	0	0	0	0	0
RFX1	0	0	0	0	0.24234729375725	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF20	1.49311792872039	0	0	0.0308394438594499	0	0	0	0	0	0	0	0	0.359846667490262	0	0	0	0	0	0	0	0.0542212022368837	0	0
C19orf57	0.498958426437749	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DCAF15	0.0378495103939999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CC2D1A	0.525727747482114	0	0	0.0077208881350792	0	0	0	0	0	0	0	0	0.0989736230341381	0	0	0	0	0	0	0	0.292331352107485	0	0
RTBDN	0.273846603057808	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MATN3	0.79579786761593	0	0	0	0	0	0	0	0	0	0	0	0.0213206483892155	0	0	0	0	0	0	0	0	0	0
TRIM21	0.972252709595651	0	0.0106485413068667	0.0281052303302349	0	0	0	0	0.768121470198678	0	0	0	0.0902292248870343	0	0	0	0	0	0	0	0	0	0
SPATA6	1.08596304205962	0	0.00348441715239407	0.0184859843195257	0	0	0	0	0	0	0	0	0.0989714064096989	0	0	0	0	0	0	0	0.224397252644412	0	0
LRRC41	2.92731114083083	0	0.00223166676351855	0.00857138803106218	0	0	0	0	0.424435706263293	0	0	0	0.244266145806051	0	0	0	0	0	0	0	0	0	0
LHX1	0	0	0	0	0	0	0	0	0	0	0.00101869395636941	0	0.000189963647183978	0	0	0	0	0	0	0	0	0	0
GAS2L2	0.0671468011294081	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CCT6B	1.87905718414777	0	0	0.0287082918939493	0	0	0	0	0	0	0	0	0.134337529335264	0	0	0	0	0	0	0	0.347948330254286	0	0
ACACA	1.67944024407417	0.155520500128899	0.00300547624645108	0	0.360543248447668	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.34993553068704	0	0
DHX30	1.99729677452967	0	0.010210538658071	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RAF1	3.0621756173749	0.0618677918243917	0.0038934463330357	0	0.061047233466802	0	0	0	0.867274240882209	0	0	0	0	0	0	0.00182522959634295	0	0	0.243706150324716	0	0	0	0
SLC6A11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.129795235184447	0	0
PPARG	0.176053874057553	0	0	0.0322940021939058	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NUP210	0.620807900122617	0	0.0113627887391968	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FCRLA	0.297361159047989	0.390305737335583	0.0218023268808882	0	0.430123550031954	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HSD17B7	3.4693103301229	0.144107893485318	0.00122720794984354	0	0.141312195693192	0	0	0	0	0	0	0	0.174865729899443	0	0	0.00167322087598112	0.166319631338151	0	0	0	0.258200645525123	0	0
ENOSF1	2.6318711931681	0.103442219855942	0.00574541419928374	0	0	0	0	0.649850379304798	0.33371982807914	0	0	0	0	0	0	0.00024399006409536	0	0	0.0675368644337198	0	0.976755410599762	0	0
LINC00470	0.0520878460872118	0	0	0	0	0	0	0	0	0	0	0	0.00594116873075376	0	0	0	0	0	0	0	0	0	0
EMILIN2	0.0952524911990761	0	0.0102596555501927	0	0	0	0	0	0	0	0	0	0	0.0364971773931686	0	0	0	0	0	0	0.0594662448673117	0	0
SLX1A	0.958940445901848	0	0.00196741462396093	0.00467724421020297	0	0	0	0	0.873358131843865	0	0.0111421408418254	0	0	0	0	4.8574520313695e-05	0	0	0.0190542082629071	0	0	0	0
ARFIP2	2.91400391630371	0	0.0104667984536698	0	0.0655252000756391	0	0	0.136847850475958	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRIM5	1.91523890341401	0	0.014317865840254	0	0	0	0	0	0	0	0.0627477257720883	0	0	0	0	0.00449417075537764	0	0	0.341624819936947	0	0.264999628973768	0	0
CNGA4	0.0802967008206028	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRIM22	2.60406981847637	0	0.0159530522354905	0.0589245016077094	0	0	0	0	0.0143134220038457	0	0.187434960071522	0	0	0	0	0.0037663221296311	0	0	0	0	0	0	0
RRP8	1.93544116881412	0	0.00480230032317172	0	0.691542235861137	0	0	0	0	0	0	0	0	0	0	0.000244951567649388	0	0	0.274128799035791	0	0	0	0
TIMM10B	3.38779213910739	0.185819978942684	0.012766168145423	0	0	0	0	0	0.179449021617612	0	0.0210011763285225	0	0	0	0	0.00466129312058819	0	0	0.478382126511409	0	0	0	0
EFR3A	1.30300855919425	0	0	0	0.917635074207171	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.557975078814466	0	0
HHLA1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PTCD3	3.7065766451519	0.209099937256365	0.00294915175259929	0	0	0	0	0	0.381277761347383	0	0.175727510660945	0	0	0	0	0.00366743376015159	0.00428924203983296	0	0.140910564308009	0	0	0	0
IMMT	3.16594893967714	0	0.0168814585903362	0.0504750776631376	0.510723477801984	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.27120645157603	0	0
MRPL35	2.61915183057117	0.329301205515976	0	0	0.915462871747189	0	0	0.0188839462359823	0.000436268354310263	0	0	0	0.0712852731440009	0	0	0	0	0	0	0	0.438601897500956	0	0
IQCA1	0.0090788812173695	0	0	0	0	0	0	0	0	0	0	0	0.0232754720046657	0	0	0	0	0	0	0	0.237512512644525	0	0
ILKAP	2.14604778727613	0	0.0069320933786812	0.016015519351085	0.483167164885346	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.208753632170879	0	0
PER2	2.35910470547878	0	0.00764986484384512	0.0147646873360834	0	0	0	0	0	0	0	0	0.189696288406347	0	0	0	0	0	0	0	0	0	0
RAMP1	0.862830523823498	0	0.00441975198206822	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SCLY	0.787299601769702	0	0.00613997412642572	0	0.275853087655633	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PTPRE	1.55033775307295	0	0.0169998341234422	0.0639484343306497	0.768586262090865	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.17399078311587	0	0
RAN	5.94405359165595	0.369452995624796	0.00347055726627571	0	0.390494378038507	0	0	0.609000322292817	0.332229937910948	0	0	0	0.124388943008733	0	0	0	0.263393600455234	0	0	0	0	0	0
PRKAA1	2.54245052081535	0	0.00345914175409787	0.0306499309244318	1.36532599983043	0	0	0	0	0	0	0	0.184675715069986	0	0	0	0	0	0	0	0.100800337135829	0	0
CARD6	0.693468405385773	0	0.000728842869095268	0.0208178265845621	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RAP1GAP2	0	0	0	0.0231731392685297	0	0	0	0	0	0	0.0752153346898192	0	0	0	0	0	0	0	0	0	0.322062139568814	0	0
CLUH	0	0	0.000190238191184997	0	0.500726342029829	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
INPP5K	0.639039708730507	0	0.0172351937489235	0	0.258193623465179	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MYBBP1A	0.786098847616423	0	8.87529378724646e-05	0.0260920165675574	0	0	0	0.428380718354288	0	0	0	0	0	0	0	0.000406805584785694	0	0	0	0	0.0242708238125802	0	0
RPA1	2.32425494695452	0.0105185978452474	0.0102468037929423	0.0489189025402897	0.404250117402318	0	0	0.330648803404694	0	0	0	0	0	0.038834472750574	0	0	0	0	0	0	0.7121347357914	0	0
SERPINF1	1.13742385062521	0	0.0014150729257652	0	0.591974843827686	0	0	0	0.533929733968287	0	0	0	0.123420983196399	0	0	0.00587140370506889	0	0	0.50177091153893	0	0	0	0
UBE2G1	1.74353449605126	0	0.0140013718133649	0.0419004731863926	0.361623666175611	0	0	0	0	0	0	0	0.0179580210008268	0	0	0	0	0	0	0	0.633834748867784	0	0
EEFSEC	0.857550406832018	0	0.000154778455709093	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TBC1D14	1.59219809620268	0	0.0155054061065755	0.0245411179422841	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TMEM128	3.0339294392209	0	0.0103544280148842	0.00796700611163643	0.612129256842718	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.125331998596242	0	0
COQ3	1.63904204658241	0	0.00665785554605042	0.0298740351763046	0.701324071297298	0	0	0	0	0	0	0	0.216465045899441	0	0	0	0	0	0	0	0.531565409497396	0	0
PNISR	2.5654262025478	0	0.0056953924828587	0.0358564151277386	0.307138678571202	0	0	0	0	0	0	0	0.201546545632701	0	0	0	0	0	0	0	0.880110054250048	0	0
POPDC3	5.25164251283412e-17	0	2.97497386312169e-20	4.60895282072e-18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.27791315378223e-18	0	0
SEC61G	5.17472445598683	0.234055988480163	0	0	0.73965488946087	0	0	0.503590609125909	0.16846260262122	0	0	0	0.227827807291666	0	0	0.00230604143973144	0	0	0	0	0.332552602812278	0	0
LANCL2	2.05983020016917	0	0.00434705875988577	0.0407218124141209	0.594948578092148	0	0	0	0	0	0	0	0.0247895754082041	0	0	0	0	0	0	0	0	0	0
FIGNL1	1.12516730525408	0	0.0127049798675815	0.0400749573822032	0	0	0	0	0	0	0	0	0.0520591891550443	0	0	0	0	0	0	0	0.865054131627342	0	0
DDC	0.691785601698428	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FTHL17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GRSF1	2.42239733666765	0	0.0131474485158387	0.0489932796892078	0.640169317471122	0	0	0	0	0	0	0	0.0214796656731977	0	0	0	0	0	0	0	0.511514533726042	0	0
ENAM	0	0	2.36461047571766e-05	0.011147120661503	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IGJ	0.557502941719069	0.452420812565104	0.00893283013517056	0	0.306394834507966	0	0	0	1.58269805672854	0	0	0	0	0	0	0.0019780235634604	0	0	1.01404642141072	0	0	0	0
ANKRD17	2.34618071448937	0	0	0.0326400674918703	1.15590593930578	0	0	0	0	0	0	0	0.0806621337759721	0	0	0	0	0	0	0	0.115297752298259	0	0
UTP3	1.87278521466281	0	0	0	0.444480035387626	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ITGB4	0.35052308347959	0	0	0.0290522076935225	0	0	0	0	0	0	0	0	0.0372523336377502	0	0	0	0	0	0	0	0.276309583325098	0	0
WBP2	1.8398165448174	0	0.0103578468733807	0.0379205835017226	0	0	0	0	0	0	0	0	0.0997469099804481	0	0	0	0	0	0	0	0	0	0
H3F3B	7.01456071016348	0.369237270085631	0.0131288039308414	0	0.577616068612438	0	0	0	0.851058652305705	0	0	0	0	0	0	0.00557035216563325	0	0	1.22405989361414	0	0	0	0
UNK	0.0672888523578695	0	0.0210531728677334	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRIM47	0.912263488439944	0	0	0	0.126829932403859	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.558730823373916	0	0
ZRANB2	2.93212608811651	0.0923666752021376	0	0	0.151177218084797	0	0	0.172476521474	0.296906364669337	0	0	0	0.178769389888143	0	0	0	0.140405417361652	0	0	0	0.320500871589913	0	0
ANKRD20A3	0.176963105724044	0	0	0	0	0	0	0	0	0	0	0	0.017439018534035	0	0	0	0	0	0	0	0.0580017070261128	0	0
EIF5A	3.1247875658431	0.30997880338826	0.00579536241241649	0	0.581754231135373	0	0	0.430672554145686	0.451639775493976	0	0	0	0	0	0	0	0	0	0.148892697637032	0	0	0	0
KDM6B	0.064574612157078	0	0.00343677915251754	0	0.111904136847517	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CLEC10A	0	0	0.0118744241513778	0	0.252461338465921	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SLC52A1	0	0	0	0	0	0	0	0	0	0	0.114180088640234	0	0.101061802886247	0	0	0	0	0	0	0	0.212081372127997	0	0
GUCY2D	0.0451229245773289	0	1.29163541610128e-05	0	0	0	0	0	0	0	0	0	0.0488353796300749	0	0	0	0	0	0	0	0	0	0
GPS2	2.08748137087054	0	0.00195308788729083	0.0123353900697688	0	0	0	0	0.897062756262159	0	0	0	0.149706979247147	0	0	0	0	0	0	0	0	0	0
XAF1	0.748526556879489	0	0.00408641088268596	0.0127935853139684	0	0	0	0	1.28481875817656	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DLG4	0	0	0	0	0	0	0	0	0	0	0.00584041467428654	0	0.00110703865812444	0	0	0	0	0	0	0	0	0	0
HRSP12	3.05922798739565	0	0	0.0365851038876683	0.829459493833804	0	0	0	0	0	0	0	0.127653393840074	0	0	0	0	0	0	0	0.579902506719015	0	0
VPS13B	2.43695810911979	0	0.0100393465672846	0.0186484836016028	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.323489446141339	0	0
RGS22	0.194877906784753	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MATN2	0	0	0	0	0	0	0	0	0	0	0.0463261052761273	0	0.12812509116457	0	0	0.00091138389272599	0	0	0	0	0.58450192090248	0	0
REEP2	0.164165691148912	0	0	0	0	0	0	0	0	0	0.0103186338453644	0	0.0174082208671816	0	0	0	0	0	0	0	0	0	0
PCBD2	1.61761493803807	0	0.00503838610687858	0.00532945307642413	0	0	0	0	0	0	0	0	0	0	0	0.0047383554205161	0	0	0	0	0	0	0
SDF2	4.22220257591331	0.103514654626689	0.00150297759789649	0	0	0	0	0	0.171814715694609	0	0.244504021240821	0	0	0	0	0.00170478721664301	0	0	0.64177594731864	0	0	0	0
FLOT2	2.77096919846693	0	0	0.0159594860655654	0	0	0	0.537122201687086	0.119527738772539	0	0	0	0.0931537410807252	0	0	0	0	0	0.442329800922273	0	0.437196728389279	0	0
ERAL1	3.49070479544636	0	0.0071865294323708	0.0346672772495165	0	0	0	0	0	0	0	0	0.107682411147695	0	0	0	0	0	0.542364755332117	0	1.09223928058526	0	0
PRMT7	2.68303372130419	0	0.00948601263199474	0	0	0	0	0	0.292936407365778	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NIP7	3.67446932048883	0.399541495715148	0.00772552272186892	0	0.684478347364132	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.476784060884659	0	0
TERF2	2.42807791065289	0.247307108343719	0.00502915387608676	0	0.231390484690318	0	0	0.106237304544179	0.250143145883866	0	0	0	0	0	0	0.00304164420435275	0	0	0	0	0	0	0
VPS4A	2.02065449826251	0	0.00579892361257617	0.0156750904548129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.22199378720493	0	0
MTSS1L	0	0	0	0	0	0	0	0	0	0	0.0740292287590723	0	0.0258271547649732	0	0	0	0	0	0	0	0	0	0
HSPA12B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ANKEF1	1.15525921058446	0	0.00719196057183666	0	0.00902171577882775	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SCP2D1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PCED1A	1.45846215464671	0	0.0101103132364001	0.0062150771429646	0	0	0	0	0	0	0	0	0.0144778289542493	0	0	0	0	0	0	0	0.873842054596655	0	0
SNAP25	0.247026492014919	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BTBD3	0.799365334971267	0	0.00677224553368313	0.0284229667382902	0	0	0	0	0	0	0	0	0.148453063949104	0	0	0	0	0	0	0	0.67510392265448	0	0
PCNA	4.01484793825091	0	0.00361876860806011	0.0644966481153586	1.44788202379359	0	0	0	0	0	0	0	0.145865531188468	0	0	0	0	0	0	0	0.120095728185492	0	0
NXT1	2.01620527030161	0	0.01839010965477	0	0	0	0	0	0.176226584847296	0	0	0	0	0	0	0	0	0	0	0	0	0	0
POLR3F	1.91889075177709	0	0.00841784969093934	0	0.223431398420525	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.786233939358612	0	0
RIN2	1.39755144771603	0	0.00849089365930719	0.00993482503805529	0	0	0	0	0	0	0	0	0.339763179914694	0	0	0	0	0	0	0	1.38044845306129	0	0
