BC01_Pooled	BC02_Pooled	BC03_Pooled	BC03LN_Pooled	BC04_Pooled	BC05_Pooled	BC06_Pooled	BC07LN_Pooled	BC08_Pooled	BC09_Pooled	BC10_Pooled	BC11_Pooled	BC07_Tumor
KLHDC10	3.21322762551367	2.35082361175941	3.39743439686035	1.68015121612483	1.49372615038873	3.40604470615145	2.98023626683133	2.0648298025495	3.0244151573279	1.84892141478325	3.81911791157663	1.57195679089639	2.20993318438814
NDUFA5	7.19561259711029	6.61559285651096	7.09408986968724	6.48538966936753	7.0268085697896	6.59334227792068	6.77495934166178	6.50482815290655	5.61640746546138	6.07015810823534	7.57098829246839	5.69657170017586	6.71655831642184
FEZF1	0	0	0	0	0	0	0.141533400786088	0	0	0	0	0	0
OPN1SW	0	0	0	0	0	0	0.239727032341725	0	0	0	0	0	0
MRPS12	6.84247606299394	6.84761633784049	6.17944214762764	4.98032416047407	4.94802572488622	6.43990438708969	7.0283736379952	5.16427263559451	5.84117965840647	4.77960319754554	3.69860316840869	6.31221973547672	3.8538421444853
MYO1B	2.3470114222753	3.47757770424994	0	0	4.16055410775227	5.14738498146283	4.11539184832373	1.92716711998856	2.18562262020451	2.67616323378369	2.25049521017345	1.78563102559458	4.71428779382445
HOXD1	0	0	0	0	0	0	0	0	0	0	0	0	0
HOXD3	0	0	0	0	0	0.294140006074655	0	0	0.700098211442637	0	0	0	0
MTX2	5.5345453192613	4.52124406286988	3.75484639915514	4.33556900555675	4.77011748249605	5.9326099878603	4.6266188446	2.98093926608551	4.35305179658356	4.84730313638487	4.68317818282176	4.94642495851466	4.3000673901993
PDE11A	0	0.490965010711672	0	0	0	0.0565835283663675	0	0.339575960706787	0.661328641278061	0.065095028221885	0	0.0934561644077858	0.375092913026265
CHN1	0.598218597423423	0.281412935148648	5.84786203292579	4.83456342618512	5.04345219279548	3.4369613378336	4.47338730077021	3.91640314816725	3.45549162062847	3.79693313638833	1.40137841608632	5.33941151041033	3.17521749441079
GAD1	8.15195323984039	2.65517566461687	0	0	1.04264433740849	0.709969231709947	1.18464650714908	0	0	1.31614574229336	0	1.2350200296642	0
EIF2S2P4	2.13017055621681	1.30406167409385	1.82813160072967	2.00498532090164	2.72263416094828	1.54558826238701	2.26280318617774	2.18562262020451	1.5144621920196	1.93647486221479	0.930664564224785	1.06057954709939	1.71977317246969
OSGEPL1	3.99579758486791	2.14855871225893	2.59876830024619	2.63208920997278	0.737853133438055	4.53535913007013	3.72334852244821	3.02775291735696	3.72817170032604	3.38410295550083	4.13352558886757	2.13245029602365	2.94096180300412
ORMDL1	6.00707471963961	5.30431446065658	6.28943016115963	5.34526534636971	5.50459594802431	6.64212391615349	6.09566480239105	5.90407644700544	5.98579815861068	6.30674176446987	5.74148772953083	5.14827710394338	6.71781348971805
HAT1	5.75991378311964	5.97919871725301	5.92824275813619	6.31047995322747	6.76006737296782	6.75644854937161	6.2583014777968	6.61959359578291	5.74450268067674	6.76430001211506	6.2583014777968	5.47426130577208	6.76239992773687
HOXD9	0	0	0	0	0	0	0.471087387897722	0	0	0	0	0	0.0693320211083556
HOXD10	0	0	0	0	0	0	0	0	0	0	0	0	0
HOXD11	0	0	0	0	0	0	0.210292943761821	0	0	0.294140006074655	0	0.322815634159211	0
HOXD13	0	0	0	0	0	0	0	0	0	1.0924156342214	0	0	0
HERC2	3.39785560632019	2.57958863846952	4.34034314766498	1.97509396808439	1.14304170729136	4.24219207471017	2.43275388052301	2.67077062531447	3.79980464844772	1.8736617899483	2.43747360394731	3.26528685756517	4.10433665981474
SNRPN	5.15430402085444	6.19949114726756	6.0642743283279	6.27915696120828	5.51645161457235	6.56782155212376	4.19628623199335	6.191981667197	5.77532410636135	5.1539300234341	4.7470155018069	6.29268265962714	4.96279814695171
PSMG2	6.31706468296832	5.93716328329338	7.31344819673345	6.88745028464313	6.85101862129342	5.68513152632066	6.59032793744553	6.30189713215749	6.8686943622724	7.08400700865592	6.50819702648174	6.03553086237369	6.10934448507633
TWSG1	2.8542258705936	4.65036689728053	4.1535559290353	3.10162421925937	3.9192667319048	3.16535540326226	3.62410089462811	2.30102477544748	1.74747003060099	2.21005311414762	0.618600097421444	0.931246648170905	3.3108993697725
GDF2	0	0	0	0	0	0	0	0	0	0	0	0	0
ARHGAP22	0	0	0	0	0	0	0	0	0.22366016749965	1.98465945386551	0.462253714070144	0	0
WDFY4	1.18195878591278	0.194862903192214	4.44307104945306	6.20548876003204	1.69325104604636	0.0714458603742735	1.87335892544821	4.854993016757	0.860886418312826	3.09787006431351	0.681535760416209	2.33353382529996	2.38085729599718
EIF2AK4	4.132260455239	4.19140472885276	4.69028814723514	3.54981131983976	3.46205231879643	4.47872295724606	3.4336785204242	3.84375198027462	4.4101740873598	3.65508757455176	4.34193102403021	4.01119284368213	4.28540221886225
MYO5C	2.73502219633818	3.93219203397138	2.5886569842789	2.09215538437116	2.56793852961049	3.8918304294265	3.71039319217052	2.48522864116253	1.39464077376032	1.43829285157915	1.59271001860077	0.91014224035144	3.90681660935035
CGNL1	2.83499119673019	3.07118179978218	0	0	3.01380579952503	3.15074712477169	0.26025732116322	3.12388263285753	0.937634119039626	0	2.00415562949131	0.808622668220806	2.60041615312767
TMOD2	2.15442866511914	1.51135125811145	2.20223686851004	0.782731135088782	0.788846304484784	0.441973719732649	3.49972325585861	0.916623625747088	2.02992851820791	0.991094446778108	3.5491952391691	0.587918844052568	1.81526012014295
TTBK2	0.586441429647069	1.04372137742932	0	1.83281213378788	0.849229452585398	1.42388841686111	1.12636296614473	1.1377557211181	0.715724446592036	0.548246908732735	1.1243281350022	0.331661125025932	1.4460525888361
ELL3	6.7034670529075	3.80814739394838	5.94069081159231	7.93014594790882	5.21164124298125	6.00871303876141	4.95319359324516	5.7840710450361	5.86977651887337	2.11526378520697	5.38977858351223	0.998889807532064	5.35893178451126
C15orf57	5.01823014323845	5.33105473058626	4.77960319754554	5.55778473934689	2.91515313836987	5.36112049096688	4.6686341063897	5.36206520192274	5.12342107484811	5.86641348112345	4.5791012218883	5.02778693636355	5.76867294605931
INO80	3.7230544164323	2.04989880210361	3.78984961136757	3.08314789387738	1.6884386206709	2.61643008692324	2.15716811794464	2.87229839872298	0.860886418312826	1.99638874644762	2.0376525414794	1.62076684882881	1.45902801112567
NARG2	4.78966906761417	4.3719876937189	1.76537153633499	4.27460573353173	2.8929140528392	4.0218213635012	4.29068526135767	4.61611335417451	3.9726573107237	4.88737529464697	2.85146076185852	3.96148086099399	5.21708154649083
DLL4	0.75735154211495	0.979321855375761	0	0	0.623650797896891	0.587918844052568	0.390413712310022	0	0.0318294813603577	0	0	0	0.108974726094806
ALDH1A2	1.66867774045872	2.25398926623079	0	0	1.26926336987245	2.73693784976403	0	0	0	1.47308751998142	0	0	0
FAM63B	2.13270337821724	1.53720047689429	1.8575217087521	1.53720047689429	1.79461581022693	2.62814545864772	3.01043557763989	2.27248264608432	1.50881867552447	2.22745673558773	2.00415562949131	1.51154588813412	3.11077439937215
IVD	7.08577272340636	6.237301901936	4.47383685518805	4.87125605058669	5.38811003887581	6.68997647459264	3.65807962340938	6.71335743204812	4.21943662679003	4.10807404688729	3.98430890228053	4.503935793178	5.94827736923821
KNSTRN	4.15374298836015	4.24938699261802	2.72347454953201	3.04473037271993	4.91276039506702	5.32328691740809	3.78928784547705	5.90576189269285	4.86138281309127	4.55274593674845	4.66680028277504	3.62013521575207	5.06516132702206
DUT	3.57363553636579	1.92716711998856	3.99691015851766	5.11511970061133	4.83413552876507	3.07118179978218	1.71606227472632	3.83281213378788	1.78948850126409	1.73485549750607	2.35527654537145	2.61823865559545	4.65116211137269
CHAC1	6.28004263739717	5.28688114778816	2.66658181509122	4.63052196347164	3.13870106879683	1.55014294664645	3.0592487702862	5.05778349658563	1.29142221241523	1.77074774224589	1.31212895536196	3.0794765785139	0.694623081376485
CLN6	2.50031179069444	1.25189384822859	2.2834659444868	1.75044159713228	1.75587362321409	2.78884630448478	2.20681150615094	1.89917563048051	0.519890236738463	1.34089088867953	0.900067927204694	1.1087174465505	0.471087387897722
ARPP19	6.51825670237941	6.73146525152857	6.50986634015305	7.0268085697896	6.98820399963177	6.33846555725484	6.39029464695672	7.24498948636707	5.09939232172958	6.4769424438448	5.56674491398357	5.80689905353144	6.13988188295439
VPS13C	3.03142234292365	2.57605694749926	3.94881645937622	2.68032435684402	3.30175646513571	3.39585376522073	3.15430402085444	2.88617492428889	2.5886569842789	4.1270300202394	2.08720169634223	2.93473422853383	4.25854791515712
CALML4	3.49662950286216	1.94341647163363	0	1.61316893888939	1.46828253621956	2.05964813223778	1.6887828982148	4.68231398305895	3.46054095743928	2.68343734183702	3.33166112502593	0.408084738637077	4.75595576955096
ISLR	0	2.0345408052948	0	0	0.490965010711672	0	5.40086630290387	2.06097854089061	4.52563524440936	1.59418103075053	5.24646655631531	2.73201866636877	4.66553270945229
THAP10	1.28733589800182	2.28869928922714	0	0	2.30046168460044	1.29142221241523	0.121270496893582	1.29346103749633	0.020932941335728	0.930082245330546	0	0.972268477481126	0
LOXL1	0.609900402471058	0.508233601488379	0	0	0	3.19776863436763	1.02393770346513	0.422233000683048	3.36414139104948	1.39231742277876	0.281412935148648	0	2.69428019485297
ACKR4	0	1.36457243229586	0	0	0.515627064945941	0	2.57605694749926	0	1.27638213421959	0	0.473487213858716	0	2.19897763053399
ANAPC13	7.60027890392042	6.33497799902013	6.10348956983335	5.83712814896095	6.28748508168769	7.23841943812988	6.73605321727688	6.8686943622724	5.74900816770179	6.5609970706389	6.78470530513317	5.75484639915514	7.80294380381382
MBD4	4.37792460867352	4.7031688654026	2.87320746935223	4.63273799936111	2.6574641204114	4.95630689997002	3.78816365703777	5.16581919789786	4.54898191916431	4.27827074096527	4.05864952000099	4.41413553298445	5.34482849699744
COPB1	7.19378690404675	8.01065505359148	7.50155550659697	7.32042913313383	7.71581418990616	7.46456774127154	7.36352828245123	7.3711500142844	6.17097273268409	7.38772573542039	6.28989120053512	6.59032793744553	7.13121984229429
PSMA1	8.58383206243884	8.09664623590334	6.90898837595412	7.99667989142157	7.57658608987468	9.06643698545384	8.74274731558099	8.34912298605161	7.46709132984121	9.01187017389084	8.32665073179752	8.45299831208869	8.87690649246624
SUMF2	6.7832249309172	7.51120526836135	6.97451166343483	5.96968537982418	6.42724514443839	6.53241287363928	7.49111923146417	6.95275468525205	8.39376995554983	6.55077637882415	8.01065505359148	5.98111496238728	6.76006737296782
PALLD	6.32602839464882	3.80814739394838	4.96699120445567	0	5.7523163108914	1.88482331274278	6.16818223407264	2.73201866636877	3.78361783132844	2.31992913292211	6.82318104222186	4.31380397591572	5.29583603084879
SPCS3	5.15218341905505	5.21570846081487	4.69256453875723	5.68513152632066	6.03416830026486	3.49017514206841	5.34712048188459	5.08126423380969	5.44304553963438	5.67340421459136	4.7146259585001	5.26099550582304	5.35086440215315
BBOX1	1.05765021606072	1.5264540954303	0	0	1.83995958748953	3.7773185483028	4.13074082898564	3.26937846780548	4.00954011409893	3.82382773144341	7.70045038892294	6.11318116472077	4.55366768848306
MYOD1	0	0	0	0	0	0	0	0	0	0	0	0	0
SERGEF	5.1289659062632	3.57340249405329	4.89679347094504	2.54653834147363	3.95247693979002	5.7195204597068	5.32674751567487	5.04942970925575	3.48319566333213	4.05351240073705	4.18513464623033	4.82961541312002	6.36470710627877
KCNC1	0	0	0	0	0	0	0	0.451743700913953	0	0	0	0	0
TPH1	0.410591594247652	0.206450877467426	0	0	0	0.900067927204694	0.36564947231668	0.586441429647069	0.48463391973567	0.558832768896503	0.306755783263112	1.69838946430353	2.03616515717316
CSRP3	0	0	0	0	0	0	1.01490457721782	0	0	0	0	0	0
E2F8	0	0.452554887351343	1.87789523054052	2.48264974249967	1.89112002768671	2.44299451864376	3.49972325585861	2.27248264608432	0	3.38903724634883	0	0	1.20933338600055
DCTD	5.86126827560864	4.22032995487956	3.04176864995163	4.8181740997079	4.1865980732781	4.55513182618051	4.79533537882884	4.38319916110961	3.75167794568758	5.01377144923417	5.08376978046807	4.83771040518381	5.15018470710195
SOX15	0	1.18098018995131	0	1.32414592013718	1.02366480172575	0	0.597852012479032	0.604071323668861	0.860886418312826	0.356143810225275	0.473487213858716	0.210292943761821	0
FAM64A	0	2.87411596751883	3.62711292594015	0	5.0453354313447	3.58403739966933	1.76324812406017	1.4881985764203	1.75833598093915	2.11051744059671	3.04493208712488	1.11359792939888	0.891120027686709
RPAIN	5.38887833881199	4.37509291302627	4.89679347094504	5.63548652278727	5.71989951225296	4.8336685867907	4.85147998228792	4.78966906761417	5.28009975912983	4.97149049646123	5.71030841004486	4.80473667202783	4.5380605607384
USP6	0.505109193031942	0.120249842418122	0	0.85935797761378	0.451743700913953	0	0.174357247757573	0	0.243012820417728	0	0.331661125025932	0	0.328129434055679
SHBG	2.3624159370649	0	0	0	0	0.81620583963987	0	0	0.682918977244018	0	1.53987461119262	0	0
PLD2	3.72154092341927	3.56980888060933	1.64065651981655	2.43952085140436	2.35125864984514	3.8918304294265	3.08733227470508	2.41267731824963	3.80588770049957	2.74358125085866	3.31881740053999	3.56137313972956	3.81218224328315
AIPL1	0	0	0	0	0	0	0	0	0	0	0	0	0
CD68	3.37984485968619	4.25145691947487	0	5.64031168748506	5.2550648955616	2.28209759625818	6.3439134149806	6.57660353082473	3.84224395674993	8.67570195428293	3.71513305693797	6.53441363024799	7.82884929267421
TXNDC17	8.24681366761662	7.8514895924066	7.32699635869259	7.66487116223398	10.8898356263876	8.50916595100248	8.35699024569265	7.70566428445788	8.51212658104766	8.18348651445939	7.97910195849708	8.15419884387908	8.55152193320979
ATP1B2	0	0.238786859587116	0	0	0.635129287415657	0.0861566437497145	0.471087387897722	0	0	0.0856338334374561	0	0	0.666931347507437
FXR2	2.83887421312632	0.952046776777073	3.80929570553204	3.48992821940518	2.37155886261196	3.59261803052149	2.077768858257	2.21890036430092	1.05391335355103	0.871237091829839	1.80004368333202	0.228404318571476	2.82781902461732
KIF1C	1.51601514700366	0.797811149386733	1.45296030959397	0.85935797761378	1.39210602340247	1.18781646287918	1.08039528359714	0.780471627906657	0.374236968153404	0.451743700913953	1.43788328591539	0.293687395862036	0.513685087211755
MPDU1	3.95748605413529	3.50603745821498	3.52221030431039	4.25689452928696	4.03697664779597	3.65049946340534	3.83172136684212	3.23784607374296	2.04989880210361	4.11308497115672	3.36941279298471	3.76292116767557	3.86271841226172
MMP28	0	0	0	0	0	0.943993434265153	0	0	0	0	0.451743700913953	0	0.598951487985737
CCL4	2.19994409852584	6.41859216885795	4.8571771479913	5.84550935108338	5.76605485513778	3.93357263826102	5.44859603831701	7.26214545267743	6.84950855504411	11.6501393660838	5.78551031312821	10.0491752044516	6.00676409151956
MRM1	1.17091112249293	0	0	0	0	0	0	0	0.101753498800733	0	0.257010618206024	0.164489254148696	0
PHF20L1	5.52395996917938	3.03250779019832	3.71124073951065	2.65764000520782	4.25093243023949	4.92858897943662	4.89533991135595	4.40095823404144	4.25462892626867	3.27855667794785	5.16836740665791	4.26234063566371	3.93821339832502
LRRC6	5.31595074021178	0.921905004583144	0	0	0.915153138369868	2.84807397153939	2.65058783405502	1.47308751998142	2.9496067607057	1.99109444677811	3.69007320779092	0.926583387412968	1.08511083359816
CCNT1	3.00110933880198	3.09475577267591	3.36973490701297	2.9161091256379	3.84714891991856	3.2520685826854	2.38532483563722	4.67893864893017	3.36414139104948	2.45275761271399	3.25189384822859	2.19994409852584	2.78063313868666
PUS7L	2.88827491744117	4.0375173880725	3.48997760731888	4.23855172063445	2.30698006543082	4.52582795705495	2.69007320779092	4.10120398072512	2.63673615044521	3.62013521575207	4.0035676425804	1.98409853043664	5.25692355239248
KRI1	3.9160723686081	2.63280509885529	3.60980950400265	3.5327964671116	2.98129063729475	3.08680989032682	1.32746627842879	2.77917889032832	3.13800787440737	1.77496947525997	1.38107034997982	3.47757770424994	3.94701870831383
ILF3	5.3577008679081	6.14321443342637	6.33084794693895	5.50131664929458	4.59835604276635	7.14063709712685	4.12756979060487	5.54470888184179	4.4233195817748	4.3873943571542	4.78542983253906	5.47426130577208	6.00615990087098
SLC44A2	5.46705369677273	4.56667467053633	5.51947900230724	6.65419535957998	4.90696457807262	6.89013797574464	4.85564477041726	6.40108955407693	6.19575643321361	5.64207947151952	6.53510785513421	5.09939232172958	5.81679659966651
AP1M2	8.18348651445939	7.41616416473313	7.41295084580588	5.83625432377874	5.84144096798911	7.59181863717499	7.02963976008231	6.35872219708576	5.66086807719673	5.09069060356688	7.43835043742676	5.81113505814912	6.35626572754375
CDKN2D	3.78224725279651	1.88422218980038	4.12120672713907	4.26045999770334	1.74647814672493	3.67798520208422	1.83062977458486	3.13586316536868	0.341328931810538	1.743995449432	1.09085343045111	1.99861212587576	2.93574985338457
MTUS1	3.9270941663317	3.45736193558402	5.66889589101044	3.32989636022987	4.73475130095392	4.80076055044784	5.15430402085444	3.82680268428583	2.84181833162583	3.25880880295795	1.91235507637127	5.58169887615311	5.170710871199
KLK14	0	0	0	0	0	0	0.239727032341725	0	0	0	1.10743036015869	0	0
SIGLEC9	0	0	2.91750519927949	0	1.20741235370487	0	1.59931779369823	0.627965940817475	0.429667460517741	4.21967490170545	1.31748218985617	3.29910936919986	2.68964323281057
KLK10	0	0	0	0	3.30518483105279	0	5.28229722789252	0	2.92775061647412	2.79381586840389	6.14929376381468	4.44635803963809	0
KLK8	0	1.76471851152316	0	0	0	2.24886175018719	7.36538028768284	0	8.55152193320979	5.53982690223443	9.23302227070334	4.35801207788788	0
NGDN	6.14125041767866	6.88485148423612	7.28865670274845	7.13185696060879	6.14613194852873	5.66970276135431	6.66152598088409	7.04015059842535	6.50538407062464	5.92596291265304	6.5147170883538	6.80958264067267	6.78981952231098
RIPK3	0	2.56803210477128	5.15193373143918	1.98437901941213	0	0	2.38128337250378	1.4881985764203	0	3.88647511052403	0	2.95290697458109	3.14040113516285
ADCY4	0	0	0	0	0	0	1.74084455378595	0	0	0	0	0.920733034542343	2.42698721172519
RAB2B	3.82367098491557	5.14952827592379	5.42929407057473	4.0820998996129	3.09228551516463	2.90866512847787	4.3992499849388	4.00767852737003	5.21682792254747	4.62538290045468	4.14830839647087	4.72154092341927	4.0375173880725
BCL2L2	1.52741685491941	1.39674966909402	0	0	1.37723055609166	1.62724764603496	2.77577993258193	0	2.50315299606662	0.24254388004601	1.50295723040502	0.762921167675566	1.50725795051396
AJUBA	4.60839984489037	2.09501555390303	0	0	2.5588327688965	1.15055967657538	3.98451924345276	0.410591594247652	3.50823360148838	0.662731358978152	1.63869766677849	3.56952848249225	0.272252935863172
DTD2	4.10807404688729	3.79497563939001	3.93280983605634	1.65992455840238	2.25189384822859	1.34592037250622	2.54025622607142	2.79677344023576	2.71030841004486	1.36994960975031	2.70674305420159	3.1168637576909	2.45133793659096
PARP2	3.87184364850932	5.11484750155173	3.64358982148627	4.59551284119339	4.50986634015305	4.4204979493123	5.45794275611262	3.21197063566718	5.49989493665452	4.72561532727349	4.83514671821375	4.69028814723514	4.00809242094872
HEATR5A	4.00277174925005	4.27262619640144	5.44102883725199	3.98920889014772	4.92051318413059	2.66553270945229	4.53519161830902	4.48829746904404	4.73910031246932	4.21418459750906	4.28303847506445	4.33995960518209	2.45133793659096
FOXA1	4.94404751268385	4.37348759958491	4.15517630464575	2.56540970329976	3.28089922600322	6.87097164307076	3.39421862451345	3.72620243647794	0	0	1.56184308827956	0	3.86858040381784
SNX6	5.32624970083746	5.78329545938344	5.8573302962668	6.43820326902496	6.3517614991549	4.61239786866134	6.6915341649192	6.73879900964925	6.34221829766737	7.14657063386106	5.9579324518915	5.66356357777244	6.48791422236114
EAPP	6.28896897440354	6.7408030487286	5.23211462523766	6.33628338786443	7.11144067297059	5.60166223584048	6.64362312021199	6.64740307549706	6.60224489597729	6.47843672921715	6.12756979060487	5.30198152578761	6.08909392682927
EGLN3	3.35440875885453	3.1586601753465	4.31720386535624	3.89537720041476	3.34515614642711	2.42388841686111	3.95498367095068	3.34373579449812	1.16399407822453	2.66596992951834	0.757679763033414	4.47361209548969	0.788846304484784
MIS18BP1	1.10485273745962	2.7682250495385	3.72716645464081	4.56913115851428	4.16387025768282	1.76193985369993	2.5913295811776	3.79445585734236	3.68032435684402	3.32768736417605	2.20296014478232	3.24090138734421	3.37925838744286
NRL	0	0	0	0	0.507453133500241	0	0	0	0	0	0	0.726495901507244	0
RNASE1	2.75134835632276	3.87385104797909	5.07502241747261	4.33776597562518	3.23266075679027	1.70946031464633	7.853683827727	4.82363179562248	6.62941266774928	9.58763329009187	5.07477547508567	6.81997270808176	8.52554490149452
NEDD8	8.2843311823281	8.84017269010844	8.45299831208869	8.15195323984039	8.18575983315175	8.34912298605161	9.09653068853546	7.56561475015728	8.57335296771191	8.77483519930692	8.74274731558099	9.02629146906693	7.84687418099733
DAD1	7.96120924373989	9.30126050447033	7.67272995129853	8.08145271052835	8.23509737796819	8.00130425164366	8.98799200941585	7.97910195849708	9.18384338785378	8.09664623590334	8.84453437120914	8.8019719429799	8.408888190097
TEP1	2.14530121447349	3.50510919303194	2.63369946069714	1.82500278787703	2.535861548686	1.87517515947854	3.30361216636599	1.74846123300404	3.16225962283551	3.04869225504932	1.82531597468839	3.03913839390696	2.46788139759863
EPB41L4A	0.890820806480433	2.51261588416805	0	1.31480805555784	2.68361008865407	2.26488283022616	1.21340710612195	0.982133579206486	0.0033254606523177	0.900067927204694	1.09085343045111	0.619322709528156	2.75702324650746
CDO1	0	0	0	0	0	8.14476411762615	2.38829552804919	0	0.237846073742961	0	0	3.25735882892598	1.40578295477803
REEP5	9.23934516105092	8.8246503714282	7.93635254252577	6.85792359232615	6.79445585734236	7.82133736730343	7.99047056543626	7.60287299133357	7.8355403070581	7.97910195849708	7.31469652565629	7.231701199029	7.14297889266021
ITFG1	3.9160723686081	4.82873702429523	5.56867526975317	3.08314789387738	5.07223775228377	4.00681586751768	3.7503591362114	4.11286049456144	3.30321873218212	2.85920504444558	4.4995760846283	3.88752527074159	4.31942895936337
QRICH2	1.30854906508616	0.558079206570209	0	0	0	0	0.420575682820274	0	1.83250057023178	0	0	2.22982452709393	0
FOXJ1	0	0.176322772640463	0	0	0	0	0	0	0	0	0	0	0
SEC14L1	3.26707476265988	4.75176033126513	4.53502408709582	7.00427665587793	4.68964323281057	2.45680614923047	2.98704094838067	5.91664199735792	2.38564341685545	3.48413813120167	3.16819766602922	4.81899996885389	4.72838103837666
RHBDF2	1.20452600054293	2.08393339028928	2.01627687356488	2.62993940943954	2.5524149078103	1.57903157750338	0.379365036494166	1.30944487079075	1.53164538058174	2.08091999538357	1.3963281365736	3.34477388152391	1.2896075014327
AANAT	0.777884993343936	0	0	0	0	0	0	0	0	0	0	0	0
ARHGEF6	1.93124664817091	3.71420324026892	2.59197394968639	4.69292928642903	2.25445450165594	2.9961801288432	2.39189459304511	3.28585743541281	3.38691703869132	5.23934516105092	4.13428413686255	4.1865980732781	2.90377990126115
MAP7D3	1.72498601644961	0.930082245330546	2.45528927910768	1.85660269712263	0	0	3.43803688666517	2.70878147918344	3.77772317459654	2.89768724177851	2.4673798174243	3.03663858217266	2.88692527279537
FGF13	5.74790376545023	3.47228779987175	0	0	4.503740133716	3.09020201262233	5.50772146699695	2.88947354253111	3.35229133984259	0	6.38785826541744	0.553927563299741	2.55279322039694
ASH2L	4.14310451918771	6.39522102735413	3.96929574465689	5.24289559961402	5.22748635697879	4.27529363200269	3.28813136612376	4.45965859825245	4.64985861426007	4.98504496225347	4.79301548278508	4.33639326144439	4.25555883487977
TTI2	2.88827491744117	4.12556845177803	4.81200447296183	4.53892013213637	6.3809904584234	5.25225785446785	4.70088782303755	5.44074780686391	5.64743628632661	5.05133863434201	4.35435450486205	5.39582740668271	3.11282842362499
ART1	0	0	0	0	0	0	0	0	0	0	0	0	0
CHRNA10	0	0.614981597804686	0	1.15380533607904	0	0.943993434265153	0.900662485235317	1.07250161969024	0.153555929035301	0.207412353704872	0	0.193893024136602	0
CDKN1C	0	2.77367179580132	2.10278731829384	1.1253459093237	2.87578006306849	3.92281994420164	2.76283941700033	4.11775896783275	3.63414643379019	3.23454848364239	4.61674675015096	2.86698403956619	2.06959642045683
SGOL1	1.14955954132501	2.82155323826058	0	3.6988168408629	4.03474394932473	3.87343464753408	2.2534075108937	3.28784732071305	0.937634119039626	3.25880880295795	2.91485886095102	2.97889962376232	3.60543962863775
TTTY1B	0	0	0	0	0	0	0	0	0	0	0	0	0
RPS4Y1	0.927458897730656	0	0	0	0	0	0	0	0	0	0	0	0
TTTY1	0	0	0	0	0	0	0	0	0	0	0	0	0
VCY1B	0	0	0	0	0	0	0	0	0	0	0	0	0
VCY	0	0	0	0	0	0	0	0	0	0	0	0	0
CDY2B	0	0	0	0	0	0	0	0	0	0	0	0	0
CDH15	0	0	0	0	0	0	0	0	0	0	0	0.299560281858908	0.211251863731247
KLF16	0.900662485235317	0.329896360229866	0	0	0	0.386174229268404	0.26025732116322	0	0.0861566437497145	0	0	0	0
TMEM8A	2.59610946080493	3.08170670541354	3.48364217222917	2.43275388052301	2.41100898034658	4.59963823492009	2.1197392442741	2.28300997259903	1.87487261254634	1.95348015497833	1.80004368333202	3.42971895499568	2.71487952999928
DOHH	0.505109193031942	0.228404318571476	0	0.85935797761378	0	0	0.26025732116322	0.586441429647069	0	0.217946516305256	0	0.120249842418122	0
MAU2	3.10498172803066	2.58681092511352	2.70206077190737	3.14868385386814	2.57027608973317	3.12369166124551	1.00609083439703	2.04802151486294	1.73552217729654	1.71301896986689	1.3963281365736	1.40389694167364	2.10369130304223
SHC2	0.522982831793845	0.259330437070375	0	0	0	0.624370885279392	0.174357247757573	1.04156649272564	0.937634119039626	0	0	0	0.312128955361963
INS-IGF2	0	0	0	0	0	0	0	0	0	0	0	0	0
ABHD17A	0.410591594247652	0	0	0	0	0	0	0	0	0.37080810132035	0.42388841686111	0	0
LBP	0	1.55920940250806	0	0	0	1.6372713739872	1.78563102559458	2.70665805729222	0	8.88433961630919	0	6.56448370030056	1.47688014835404
SYT5	0	0.147557188413858	0	0	0.410591594247652	0.294140006074655	0	0	0.00443224631526055	0	0	0.339575960706787	0.255616934271311
TNNI3	0	5.67681420091954	0	0	3.19377174339668	0	0	0	0	0	0	0	0
CBFA2T3	0	0	2.11871750553388	1.41642403954981	0	0.286881147788162	0	0.664482840364683	0	0	0.883320035498407	0.220329954879556	0.189520481517549
GAMT	2.68929916053589	0.681535760416209	4.63164159896087	2.61606810096202	0	2.38458120576278	0.26025732116322	0.92512302182528	0.407248151173281	0.630477159973525	0.757679763033414	0	0
HDHD1	4.8391456332786	4.92942685550185	3.34559289661312	5.53593330849306	4.92530564838614	3.79553519531936	4.25817099391475	3.73226919950145	2.98332690445127	5.71544990297199	3.59872249967662	3.75784384549488	3.52972485974316
ERMARD	5.24532598183248	4.59114542301537	0	3.50452261240142	4.33995960518209	4.50202698057126	4.39537923783891	4.35560183079034	4.73660487531425	4.81569365186822	5.76938522224837	4.55350228922339	5.22576731017396
PHF10	3.19207274163804	3.04318295792656	2.92556128673905	3.31296670873368	1.89634637780343	4.38474058729238	3.32115104987291	2.47668078470542	3.67798520208422	2.88482331274278	3.6652703137971	2.60553080284329	2.90185086672005
PRRG3	0	0	0	0	0	0	1.00609083439703	0	6.1572147681036	0	0	1.50080205305716	0.221758130255275
GALNT8	0	0	2.08301693621915	0	0	0	0	0.690159187411369	0	0	0	0	0
KCNA5	0	0	0	0	0	0	0.108974726094806	0	0	0.0970921214308701	0	0	0
EFCAB4B	3.48656586867734	2.75143076072323	2.85123009673038	2.54862631571477	4.27895689453892	1.3861742292684	2.53643552722585	2.57363553636579	0.00221782524981857	1.43829285157915	0.184158202848972	1.0924156342214	0.350932383579934
